,text,labels
3259,I hope to reach the top of Aconcagua one day.,O O O O O O O B-Mountain O O
3260,Many climbers train for years to attempt Manaslu.,O O O O O O O O
3261,Several teams have attempted to climb Mont Blanc this season.,O O O O O O B-Mountain I-Mountain O O
3262,Many mountaineers attempt to conquer Mount Everest every year.,O O O O O B-Mountain I-Mountain O O
3263,Makalu is one of the tallest peaks in the world.,B-Mountain O O O O O O O O O
3264,Photographers love capturing the beauty of Mont Blanc.,O O O O O O B-Mountain O
3265,The glaciers of Lhotse are stunning.,O O O B-Mountain O O
3266,Denali is located in a remote area with harsh conditions.,B-Mountain O O O O O O O O O
3267,Cho Oyu is a less crowded mountain compared to some others.,B-Mountain I-Mountain O O O O O O O O O
3268,Aconcagua is known for its incredible views.,B-Mountain O O O O O O
3269,The altitude of K2 poses a significant challenge.,O O O B-Mountain O O O O
3270,The summit of Denali is covered in snow all year round.,O O O B-Mountain O O O O O O O
3271,Standing on top of Mount Kilimanjaro feels like being on top of the world.,O O O O B-Mountain I-Mountain O O O O O O O O
3272,Several expeditions to Makalu have been successful this year.,O O O B-Mountain O O O O O
3273,Several expeditions to Mount Elbrus have been successful this year.,O O O B-Mountain I-Mountain O O O O O
3274,We visited the base camp of Denali.,O O O O O O O
3275,The wildlife near Lhotse is as stunning as the mountain itself.,O O O B-Mountain O O O O O O O
3276,Many climbers train for years to attempt Manaslu.,O O O O O O O O
3277,Climbers usually spend weeks acclimatizing before attempting Aconcagua.,O O O O O O O O
3278,Climbers usually spend weeks acclimatizing before attempting Mont Blanc.,O O O O O O O B-Mountain O
3279,Have you ever been to Mount Fuji?,O O O O O B-Mountain O
3280,Many mountaineers attempt to conquer Mount Everest every year.,O O O O O B-Mountain I-Mountain O O
3281,Aconcagua offers stunning panoramic views from its summit.,B-Mountain O O O O O O O
3282,The weather near Denali can change rapidly.,O O O B-Mountain O O O
3283,Several expeditions to Kangchenjunga have been successful this year.,O O O B-Mountain O O O O O
3284,"During the summer, we will try to summit Cho Oyu.",O O O O O O O O B-Mountain O
3285,Manaslu is a less crowded mountain compared to some others.,B-Mountain O O O O O O O O O
3286,Mount Fuji is a difficult peak to climb due to its technical demands.,B-Mountain I-Mountain O O O O O O O O O O O
3287,The summit of Denali is covered in snow all year round.,O O O B-Mountain O O O O O O O
3288,The base camp of Dhaulagiri attracts adventurers from all over the world.,O O O O B-Mountain O O O O O O O
3289,Several teams have attempted to climb Aconcagua this season.,O O O O O O B-Mountain O O
3290,Reaching the summit of Mount Kilimanjaro is a dream for many climbers.,O O O O B-Mountain I-Mountain O O O O O O
3291,I met a group who had just returned from their climb of Mont Blanc.,O O O O O O O O O O O O B-Mountain O
3292,Standing on top of Lhotse feels like being on top of the world.,O O O O B-Mountain O O O O O O O O
3293,Lhotse is one of the tallest peaks in the world.,B-Mountain O O O O O O O O O
3294,Kangchenjunga is famous for its extreme weather conditions.,B-Mountain O O O O O O O
3295,We are planning an expedition to Mount Everest next year.,O O O O O O B-Mountain I-Mountain O O
3296,Climbers usually spend weeks acclimatizing before attempting Mount Elbrus.,O O O O O O O B-Mountain O
3297,Makalu is one of the tallest peaks in the world.,B-Mountain O O O O O O O O O
3298,There are strict environmental regulations around Lhotse.,O O O O O O O
3299,Mount Everest is a less crowded mountain compared to some others.,B-Mountain I-Mountain O O O O O O O O O
3300,Denali is the highest mountain in its region.,B-Mountain O O O O O O O
3301,Manaslu has always been on my bucket list.,B-Mountain O O O O O O O
3302,I plan to climb Kangchenjunga next summer.,O O O O B-Mountain O O
3303,Mount Everest is a less crowded mountain compared to some others.,B-Mountain I-Mountain O O O O O O O O O
3304,Mount Kilimanjaro is a popular destination for adventurous travelers.,B-Mountain I-Mountain O O O O O O O
3305,The local guides know the best routes to summit Mount Kilimanjaro.,O O O O O O O O O B-Mountain O
3306,The glaciers of Aconcagua are stunning.,O O O B-Mountain O O
3307,The landscape around Mont Blanc is truly breathtaking.,O O O B-Mountain I-Mountain O O O
3308,Annapurna is famous for its extreme weather conditions.,B-Mountain O O O O O O O
3309,The summit of Cho Oyu is covered in snow all year round.,O O O B-Mountain I-Mountain O O O O O O O
3310,We are preparing for a climb to Manaslu.,O O O O O O O O
3311,Many mountaineers attempt to conquer Mount Everest every year.,O O O O O B-Mountain I-Mountain O O
3312,I read an article about a recent expedition to Denali.,O O O O O O O O O O
3313,Mount Everest is famous for its extreme weather conditions.,B-Mountain I-Mountain O O O O O O O
3314,Manaslu is located in a remote area with harsh conditions.,B-Mountain O O O O O O O O O
3315,The wildlife near Makalu is as stunning as the mountain itself.,O O O B-Mountain O O O O O O O
3316,Aconcagua is known for its incredible views.,B-Mountain O O O O O O
3317,We visited the base camp of Kangchenjunga.,O O O O O O O
3318,The landscape around Dhaulagiri is truly breathtaking.,O O O B-Mountain O O O
3319,Several expeditions to Dhaulagiri have been successful this year.,O O O B-Mountain O O O O O
3320,Mount Kilimanjaro is famous for its extreme weather conditions.,B-Mountain I-Mountain O O O O O O O
3321,Many climbers train for years to attempt K2.,O O O O O O O O
3322,Mount Elbrus is famous for its extreme weather conditions.,B-Mountain I-Mountain O O O O O O O
3323,We are planning an expedition to Mount Elbrus next year.,O O O O O O B-Mountain I-Mountain O O
3324,We are preparing for a climb to Manaslu.,O O O O O O O O
3325,Scaling Mount Everest is considered a major achievement.,O B-Mountain I-Mountain O O O O O
3326,Lhotse is part of the Seven Summits challenge.,B-Mountain O O O O O O O
3327,"After months of training, I’m finally ready to climb Aconcagua.",O O O O O O O O O O
3328,The weather near Annapurna can change rapidly.,O O O B-Mountain O O O
3329,Mount Elbrus is part of the Himalayas and stands as a symbol of beauty.,B-Mountain I-Mountain O O O O O O O O O O O O
3330,I met a group who had just returned from their climb of Mount Elbrus.,O O O O O O O O O O O O B-Mountain O
3331,The ascent of Mount Fuji is both mentally and physically demanding.,O O O B-Mountain I-Mountain O O O O O O
3332,Mount Fuji is the highest mountain in its region.,B-Mountain I-Mountain O O O O O O O
3333,Photographers love capturing the beauty of Mount Elbrus.,O O O O O O B-Mountain O
3334,Denali is often attempted by experienced mountaineers.,B-Mountain O O O O O O
3335,The summit of Makalu is covered in snow all year round.,O O O B-Mountain O O O O O O O
3336,The view from the top of Kangchenjunga is breathtaking.,O O O O O O B-Mountain O O
3337,K2 is known for its long and dangerous ascent.,B-Mountain O O O O O O O O
3338,Scaling Makalu is considered a major achievement.,O B-Mountain O O O O O
3339,The local guides know the best routes to summit K2.,O O O O O O O O O O
3340,The local guides know the best routes to summit Makalu.,O O O O O O O O O O
3341,The wildlife near Kangchenjunga is as stunning as the mountain itself.,O O O B-Mountain O O O O O O O
3342,The wildlife near Mount Elbrus is as stunning as the mountain itself.,O O O B-Mountain I-Mountain O O O O O O O
3343,I met a group who had just returned from their climb of Makalu.,O O O O O O O O O O O O O
3344,Mount Elbrus is the highest mountain in its region.,B-Mountain I-Mountain O O O O O O O
3345,There are strict environmental regulations around Denali.,O O O O O O O
3346,Manaslu is known for its long and dangerous ascent.,B-Mountain O O O O O O O O
3347,Climbers usually spend weeks acclimatizing before attempting Mount Elbrus.,O O O O O O O B-Mountain O
3348,There are multiple routes to the summit of Manaslu.,O O O O O O O O O
3349,I read an article about a recent expedition to Mount Kilimanjaro.,O O O O O O O O O B-Mountain O
3350,Climbers often talk about the challenges of scaling Cho Oyu.,O O O O O O O O B-Mountain O
3351,The altitude of Mount Everest poses a significant challenge.,O O O B-Mountain I-Mountain O O O O
3352,Mount Kilimanjaro offers stunning panoramic views from its summit.,B-Mountain I-Mountain O O O O O O O
3353,I met a group who had just returned from their climb of Dhaulagiri.,O O O O O O O O O O O O O
3354,Many climbers train for years to attempt Mount Kilimanjaro.,O O O O O O O B-Mountain O
3355,K2 is a popular destination for adventurous travelers.,B-Mountain O O O O O O O
3356,Mont Blanc is known for its long and dangerous ascent.,B-Mountain I-Mountain O O O O O O O O
3357,Mont Blanc stands as one of the most iconic peaks in the world.,B-Mountain I-Mountain O O O O O O O O O O O
3358,The view from the top of Lhotse is breathtaking.,O O O O O O B-Mountain O O
3359,Several teams have attempted to climb Mount Kilimanjaro this season.,O O O O O O B-Mountain I-Mountain O O
3360,Mount Everest stands as one of the most iconic peaks in the world.,B-Mountain I-Mountain O O O O O O O O O O O
3361,K2 has always been on my bucket list.,B-Mountain O O O O O O O
3362,I hope to reach the top of Dhaulagiri one day.,O O O O O O O B-Mountain O O
3363,The base camp of Denali attracts adventurers from all over the world.,O O O O B-Mountain O O O O O O O
3364,Cho Oyu is known for its incredible views.,B-Mountain I-Mountain O O O O O O
3365,Mount Fuji is often attempted by experienced mountaineers.,B-Mountain I-Mountain O O O O O O
3366,Photographers love capturing the beauty of Makalu.,O O O O O O O
3367,The weather near Denali can change rapidly.,O O O B-Mountain O O O
3368,I hope to reach the top of Annapurna one day.,O O O O O O O B-Mountain O O
3369,Reaching the summit of Lhotse is a dream for many climbers.,O O O O B-Mountain O O O O O O
3370,I read an article about a recent expedition to Cho Oyu.,O O O O O O O O O B-Mountain O
3371,Have you ever been to Mont Blanc?,O O O O O B-Mountain O
3372,The ascent of Denali is both mentally and physically demanding.,O O O B-Mountain O O O O O O
3373,Mount Kilimanjaro is a difficult peak to climb due to its technical demands.,B-Mountain I-Mountain O O O O O O O O O O O
3374,Standing on top of Mont Blanc feels like being on top of the world.,O O O O B-Mountain I-Mountain O O O O O O O O
3375,Many climbers train for years to attempt Kangchenjunga.,O O O O O O O O
3376,Standing on top of Annapurna feels like being on top of the world.,O O O O B-Mountain O O O O O O O O
3377,Many mountaineers attempt to conquer Kangchenjunga every year.,O O O O O B-Mountain O O
3378,Have you ever been to Denali?,O O O O O O
3379,Mont Blanc is a less crowded mountain compared to some others.,B-Mountain I-Mountain O O O O O O O O O
3380,Scaling Mount Elbrus is considered a major achievement.,O B-Mountain I-Mountain O O O O O
3381,The landscape around Makalu is truly breathtaking.,O O O B-Mountain O O O
3382,Do you know the history of expeditions to Mont Blanc?,O O O O O O O O B-Mountain O
3383,Denali is part of the Seven Summits challenge.,B-Mountain O O O O O O O
3384,The wildlife near Mount Everest is as stunning as the mountain itself.,O O O B-Mountain I-Mountain O O O O O O O
3385,The ascent of Annapurna is both mentally and physically demanding.,O O O B-Mountain O O O O O O
3386,Annapurna stands as one of the most iconic peaks in the world.,B-Mountain O O O O O O O O O O O
3387,Scaling Dhaulagiri is considered a major achievement.,O B-Mountain O O O O O
3388,Climbers often talk about the challenges of scaling Mount Everest.,O O O O O O O O B-Mountain O
3389,Many mountaineers attempt to conquer Lhotse every year.,O O O O O B-Mountain O O
3390,Dhaulagiri is often attempted by experienced mountaineers.,B-Mountain O O O O O O
3391,We are planning an expedition to Lhotse next year.,O O O O O O B-Mountain O O
3392,The weather near Annapurna can change rapidly.,O O O B-Mountain O O O
3393,Mount Fuji is known for its incredible views.,B-Mountain I-Mountain O O O O O O
3394,Many mountaineers attempt to conquer Dhaulagiri every year.,O O O O O B-Mountain O O
3395,We are preparing for a climb to Makalu.,O O O O O O O O
3396,The ascent of Mount Kilimanjaro is both mentally and physically demanding.,O O O B-Mountain I-Mountain O O O O O O
3397,Scaling Mount Everest is considered a major achievement.,O B-Mountain I-Mountain O O O O O
3398,The altitude of Annapurna poses a significant challenge.,O O O B-Mountain O O O O
3399,There are strict environmental regulations around Dhaulagiri.,O O O O O O O
3400,Many mountaineers attempt to conquer Mount Everest every year.,O O O O O B-Mountain I-Mountain O O
3401,Several teams have attempted to climb Cho Oyu this season.,O O O O O O B-Mountain I-Mountain O O
